1	12
1	13
1	15
2	6
2	7
2	19
3	13
3	18
3	19
4	11
4	14
4	29
5	7
5	14
6	2
6	23
6	28
7	2
7	9
7	19
7	21
8	11
8	22
9	7
9	11
9	14
10	8
10	11
10	20
10	22
11	4
11	7
11	29
12	1
12	5
12	13
13	1
13	12
13	25
14	4
14	19
14	31
15	2
15	22
15	23
16	11
16	14
16	29
17	11
17	20
17	29
18	7
18	9
18	17
19	7
19	20
19	29
20	2
20	11
20	21
21	5
21	7
21	11
22	1
22	18
22	21
23	2
23	15
23	19
24	8
24	11
24	27
24	32
25	11
25	20
26	2
26	5
26	7
27	9
27	14
27	16
28	2
28	6
28	21
29	4
29	11
29	17
30	4
30	11
30	29
31	4
31	14
31	19
32	17
32	22
32	29
