1	2
1	3
1	4
1	5
1	8
1	11
1	13
1	14
1	15
1	17
1	18
1	19
1	20
1	22
1	23
1	24
2	1
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	11
2	12
2	13
2	17
2	18
2	19
2	20
2	21
2	23
2	24
3	1
3	2
3	4
3	5
3	6
3	7
3	9
3	10
3	11
3	12
3	13
3	17
3	18
3	19
3	20
3	21
3	22
3	23
3	24
4	1
4	2
4	3
4	5
4	6
4	7
4	8
4	9
4	10
4	13
4	14
4	15
4	16
4	17
4	18
4	19
4	20
4	21
4	22
4	23
4	24
5	1
5	2
5	3
5	4
5	6
5	7
5	8
5	9
5	11
5	13
5	16
5	17
5	18
5	19
5	20
5	22
5	23
5	24
6	3
6	4
6	5
6	7
6	10
6	12
6	13
6	18
6	19
6	22
6	23
6	24
7	2
7	3
7	4
7	5
7	6
7	8
7	9
7	11
7	13
7	14
7	15
7	16
7	17
7	18
7	19
7	21
7	22
7	23
7	24
8	4
8	7
8	13
8	14
8	22
8	23
8	24
9	1
9	2
9	3
9	4
9	5
9	7
9	8
9	11
9	12
9	13
9	18
9	19
9	21
9	22
9	23
9	24
10	2
10	3
10	6
10	13
10	18
10	22
10	23
11	1
11	2
11	3
11	5
11	7
11	8
11	9
11	13
11	15
11	16
11	17
11	18
11	19
11	20
11	21
11	22
11	23
11	24
12	2
12	3
12	6
12	7
12	9
12	10
12	13
12	14
12	16
12	19
12	21
12	22
12	23
13	1
13	2
13	3
13	4
13	5
13	6
13	7
13	8
13	9
13	10
13	11
13	12
13	14
13	15
13	16
13	17
13	18
13	19
13	20
13	21
13	22
13	23
13	24
14	4
14	7
14	8
14	13
14	22
14	23
15	1
15	4
15	13
15	23
16	4
16	11
16	13
16	21
16	22
16	23
17	1
17	2
17	3
17	4
17	7
17	11
17	13
17	18
17	19
17	20
17	21
17	22
17	23
17	24
18	1
18	2
18	3
18	4
18	5
18	6
18	7
18	8
18	9
18	10
18	11
18	13
18	14
18	17
18	19
18	20
18	21
18	22
18	23
18	24
19	1
19	2
19	3
19	4
19	5
19	6
19	7
19	8
19	9
19	11
19	12
19	13
19	14
19	15
19	16
19	17
19	18
19	20
19	21
19	22
19	23
19	24
20	1
20	2
20	3
20	4
20	5
20	11
20	13
20	17
20	18
20	22
20	23
20	24
21	2
21	3
21	4
21	7
21	11
21	13
21	16
21	17
21	18
21	19
21	22
21	23
21	24
22	1
22	3
22	4
22	5
22	6
22	7
22	8
22	9
22	10
22	11
22	12
22	13
22	14
22	15
22	16
22	17
22	18
22	19
22	20
22	21
22	23
22	24
23	1
23	2
23	3
23	4
23	5
23	6
23	7
23	8
23	9
23	10
23	11
23	12
23	13
23	14
23	15
23	16
23	17
23	18
23	19
23	20
23	21
23	22
23	24
24	1
24	2
24	3
24	4
24	5
24	6
24	7
24	8
24	9
24	11
24	13
24	16
24	17
24	18
24	19
24	20
24	21
24	22
24	23
